,Model,Drug,AUC,iC50,D1_CONC,D5_CONC,perc.iC50,finger
57,HCI001,Nutlin-3a,0.0471744787974204,1.34405857090807e+43,6.55113636363636,1.4801136363636398,4509.207538338929,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Nutlin-3a, Length: 2048, dtype: int64"
58,HCI001,OSI-906,0.12069532409733999,12.213018860716,1.92533052884615,0.584435096153846,254.95669232819,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: OSI-906, Length: 2048, dtype: int64"
59,HCI001,Obatoclax Mesylate,0.502265479194934,0.84138449607517,8.18892045454546,1.85014204545455,-68.278950914909,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    1
Name: Obatoclax Mesylate, Length: 2048, dtype: int64"
60,HCI001,PAC-1,0.199697430327439,8.18335409062761,7.7013221153846105,2.3377403846153797,105.092242738829,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: PAC-1, Length: 2048, dtype: int64"
61,HCI001,PD-0325901,0.254627103991951,55.4809488045009,0.21015625,0.0408203125,317.365469757203,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: PD-0325901, Length: 2048, dtype: int64"
62,HCI001,PD-0332991,0.154162692993776,8.1965801935704e+21,3.27556818181818,0.740056818181818,1816.9679221535,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    1
0.1999    0
Name: PD-0332991, Length: 2048, dtype: int64"
63,HCI001,PD-173074,0.0689805068508406,1.34405857090807e+43,1.63778409090909,0.370028409090909,3909.28162174729,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: PD-173074, Length: 2048, dtype: int64"
64,HCI001,PF-02341066,0.0974437711272127,956.045457875064,0.818892045454545,0.18501420454545497,517.191731523825,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: PF-02341066, Length: 2048, dtype: int64"
65,HCI001,PF-4708671,0.616674957589582,0.139793762712891,8.18892045454546,1.85014204545455,-249.970848982474,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: PF-4708671, Length: 2048, dtype: int64"
66,HCI001,PF-562271,0.21955519553450897,2.46181996825,7.7013221153846105,2.3377403846153797,4.337843755243069,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: PF-562271, Length: 2048, dtype: int64"
67,HCI001,PF477736,0.185549445557651,1.10528155133229,1.0,0.00390625,101.805173975086,"0         0
0.1       1
0.2       1
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    1
Name: PF477736, Length: 2048, dtype: int64"
68,HCI001,PLX4720,0.13352658588704902,1.82564386129228e+22,10.0,0.0390625,551.288394012465,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: PLX4720, Length: 2048, dtype: int64"
69,HCI001,Paclitaxel,0.0532561045298885,6.69862245751651,0.01,3.90625e-05,217.346507898824,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Paclitaxel, Length: 2048, dtype: int64"
70,HCI001,RO-3306,0.0874563532792245,7.41373326596703e+22,4.09446022727273,0.9250710227272729,2811.3663069716604,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    1
0.1997    0
0.1998    0
0.1999    0
Name: RO-3306, Length: 2048, dtype: int64"
71,HCI001,SB 216763,0.009648296207325591,2.68811714181614e+43,10.0,0.0390625,1861.8446999251103,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: SB 216763, Length: 2048, dtype: int64"
72,HCI001,SB-505124,0.070063922875948,672844955791.68,6.54119318181818,1.84370561079545,1445.67104419495,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: SB-505124, Length: 2048, dtype: int64"
73,HCI001,SL 0101-1,0.0738896168702811,1.34405857090807e+43,10.0,0.0390625,1524.27716658398,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: SL 0101-1, Length: 2048, dtype: int64"
74,HCI001,Sorafenib,0.21320289163728098,1.3502642314527,4.0,0.015625,80.415521925259,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    1
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Sorafenib, Length: 2048, dtype: int64"
75,HCI001,TW 37,0.16399973464746398,2.46181996825,5.0,0.01953125,87.22246458968469,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: TW 37, Length: 2048, dtype: int64"
76,HCI001,Tamoxifen,0.44147963244989796,0.83485485303748,4.09446022727273,0.9250710227272729,-109.162721225499,"0         0
0.1       0
0.2       1
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Tamoxifen, Length: 2048, dtype: int64"
77,HCI001,Vinblastine,0.336851428092914,0.176333901856939,0.1,0.000390625,96.3947518089349,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Vinblastine, Length: 2048, dtype: int64"
78,HCI001,Vorinostat,0.287413607703008,2.46181996825,10.0,0.0390625,74.7224645896847,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Vorinostat, Length: 2048, dtype: int64"
79,HCI001,XAV 939,0.240559394295673,6055.4181286651,5.58143028846154,1.17563100961538,548.708526051815,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: XAV 939, Length: 2048, dtype: int64"
80,HCI001,YK 4-279,0.143916985542683,18.2269797983001,7.7013221153846105,2.3377403846153797,172.261842061219,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: YK 4-279, Length: 2048, dtype: int64"
81,HCI001,ZM-447439,0.24534583414127897,3.06898502539691,3.27556818181818,0.740056818181818,87.53022573259831,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: ZM-447439, Length: 2048, dtype: int64"
82,HCI002,(5Z)-7-Oxozeaenol,0.155544328632651,3029.54610165068,7.7013221153846105,2.3377403846153797,348.582040282493,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    1
0.1999    0
Name: (5Z)-7-Oxozeaenol, Length: 2048, dtype: int64"
83,HCI002,17-AAG,0.21967661051046497,0.881387722287317,1.0,0.00390625,89.77068080784441,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: 17-AAG, Length: 2048, dtype: int64"
84,HCI002,5-Fluorouracil,0.515122648032093,1.12750553985282,20.0,0.078125,47.7810727889944,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: 5-Fluorouracil, Length: 2048, dtype: int64"
85,HCI002,681640,0.0648220528232062,15688.5416297781,2.0,0.0078125,209.650105647506,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: 681640, Length: 2048, dtype: int64"
86,HCI002,ABT-263,0.345335078134687,0.300468588273829,2.0,0.0078125,64.0327383238784,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: ABT-263, Length: 2048, dtype: int64"
87,HCI002,AG-014699,0.0943535838163659,223975025.577726,5.0,0.01953125,356.193386877542,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AG-014699, Length: 2048, dtype: int64"
88,HCI002,AICAR,0.218714625253665,1220.61133576083,1674.5762711864402,6.54131355932203,94.2975975811572,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AICAR, Length: 2048, dtype: int64"
89,HCI002,AKT inhibitor VIII,0.18751081668164202,4.4884233877351,5.0,0.01953125,98.0535084402024,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    1
0.1999    0
Name: AKT inhibitor VIII, Length: 2048, dtype: int64"
90,HCI002,AMG-706,0.0579889385809504,8.96039054623338e+42,2.0,0.0078125,1293.957940016,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AMG-706, Length: 2048, dtype: int64"
91,HCI002,AZ628,0.0989913062632115,8.96039047272047e+42,1.63778409090909,0.370028409090909,3590.7600226658797,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZ628, Length: 2048, dtype: int64"
92,HCI002,AZ960,0.42761984477504,1.3778800130123,7.7013221153846105,2.3377403846153797,-54.435555651848496,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZ960, Length: 2048, dtype: int64"
93,HCI002,AZD2281,0.0868478306751067,201396107955.337,5.27840909090909,1.47514204545455,1275.52010834383,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZD2281, Length: 2048, dtype: int64"
94,HCI002,AZD6482,0.0690562377418507,1.34029727788022e+35,4.09446022727273,0.9250710227272729,3224.09851986588,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZD6482, Length: 2048, dtype: int64"
95,HCI002,AZD7762,0.215957447036881,1.68271423566474,2.0,0.0078125,96.5258698754315,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZD7762, Length: 2048, dtype: int64"
